dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
45765.61,21989.158,-13041.616,15030.441,-8384.648,-32782.062,1118.5946,-14938.904,-35636.426,-29225.63,-5230.345,-3395.7637,36081.016,-23921.045,91758.22,-27441.209,-6393.333,-15716.978,-8152.2954,-10365.284,-36498.504,-36699.26,-34917.258,-6078.3203,-5126.736,1425.0903,-1631.7478,-5438.404,28660.56,5795.1943,-428.4898,2800.4717,411.4223,-3957.9968,-3441.8318,-2537.8293,6886.9814,-2871.3892,5096.825
-22857.664,-8820.059,-452.8871,-7810.0815,-2469.1934,-19805.756,-9676.577,-2714.1892,-18859.06,-7347.756,-1872.0054,-1063.3594,1223.8726,-7433.954,-7042.765,-7736.1797,-3064.2832,-2903.818,-4211.2144,-2736.024,-7045.099,-7420.0117,-7464.9136,-6369.5522,-2128.9966,412.78918,1617.9524,-1964.6442,1264.3344,-468.2885,-45.288765,366.64276,-1176.7689,-84.744385,-1224.5522,-546.2469,-1599.8303,-2180.0493,7854.509
22464.264,12761.405,-5233.434,9857.098,-3331.6682,-15305.676,1861.8397,-6988.796,-15644.704,-12358.823,-3352.3586,-1847.377,17563.277,-8093.79,46495.457,-6030.1704,-4848.585,-7351.667,-4843.415,-5532.1826,-19856.35,-19669.213,-18829.979,501.25543,-1663.2098,-1379.4803,-17.354315,-3591.9373,11321.558,3337.3298,-297.1517,1565.2803,354.70654,-4413.512,-2847.813,-400.62732,3286.2803,-1730.7324,2768.9082
2087.793,955.3558,120.542336,2569.7888,-306.99356,-1399.1714,1060.4962,625.9234,-151.3929,-850.4273,884.72,-385.9101,645.3602,-249.27632,2280.686,-4552.0093,-75.28429,-20.922636,374.6088,103.13386,1813.0377,1517.5461,1604.0289,3723.1226,-667.5951,1343.1255,120.00627,-1164.3192,2992.5237,-871.99005,-340.81827,-327.54105,-720.4082,-303.0998,430.91513,1731.1012,-979.36523,-1093.3654,1139.7976
-749.46454,-735.08044,-1566.4088,-2735.0642,-1931.3549,677.95197,1301.662,-2153.9666,-448.81393,-5640.769,-1742.541,-420.39902,-859.3466,-5612.595,-4708.405,-6308.486,-1229.7672,-1891.0879,-1884.3468,-1793.6504,-5651.385,-5889.2886,-5838.9956,-3464.1548,-2231.7366,-101.82439,-615.4777,7431.8394,1722.4631,8501.659,7754.41,6560.487,7037.8716,-657.01825,970.5048,-140.13713,8207.663,7355.544,214.06825
6656.155,655.79626,1289.7302,-2239.1953,1605.3594,-7038.4863,-538.0647,1513.4575,-7657.62,-1363.3536,-1659.3223,1497.602,6116.182,5743.499,11805.533,3421.826,-660.9466,-1922.7712,-530.19763,-562.2228,1873.3024,1478.4326,2516.5884,-11549.461,1393.4337,5043.309,2922.933,-7389.6025,2706.9644,-4028.2317,-2148.3132,-1346.0413,-6685.31,586.7694,1983.8557,2074.1392,-4961.7573,-6430.305,2195.6497
1759.1675,533.04346,181.73409,95.75327,379.42896,-1396.5032,-686.1989,-561.5719,-969.5054,-343.70248,-433.91556,29.785156,1342.6196,893.95844,4101.158,2458.0513,-363.70496,-761.74634,-218.6537,-713.9913,-1770.9657,-1906.639,-1632.6604,-722.04767,303.46207,411.80518,726.26465,-187.56659,268.516,1086.4232,297.9554,53.447533,493.85446,-40.645767,-345.53195,363.4564,839.48224,233.29044,236.33575
34.752865,45.728157,-685.2206,-355.81467,-575.7068,-28.950016,966.649,-1311.799,177.86343,-2009.1411,-1077.3282,-490.8279,-561.60394,-1987.7571,-973.56903,-2246.379,-971.7548,-1522.2136,-295.9034,-758.528,-2000.8928,-2039.3998,-1876.4945,-505.5044,-1167.2043,-553.3138,1029.9043,-2620.8865,482.74588,-2712.1794,-2034.6333,-2291.9084,-2761.4136,-8.460133,-693.17834,-2115.4595,-2098.7205,-2794.924,-123.863594
-10366.387,-4367.4707,-256.76572,-3229.3394,-433.71765,-9430.767,-3975.4128,-1284.4086,-8458.148,-2261.6877,-840.64636,-1000.07654,534.1583,-2511.6875,3262.7341,-5587.94,-1145.3225,-1045.4696,-714.8137,-1524.0953,-455.82028,-962.81036,-728.1218,-1842.5353,-1136.4995,358.55283,170.81583,-320.16776,2731.745,121.18231,191.20897,794.142,-336.77026,-282.17126,-604.7154,-345.99823,-227.0891,-314.60974,2792.4895
-2098.5579,-403.27206,-1107.2697,-2107.9873,-1360.6134,2483.3794,1077.5767,-1888.3326,1118.514,-4353.4854,-1977.1495,-729.8068,-2564.1836,-4174.159,-3596.8647,-4694.3203,-1092.6218,-1264.3265,-1548.1877,-1623.3125,-4178.86,-4317.789,-4414.955,-2656.7773,-1745.7103,-89.378525,-348.40997,4576.703,1223.2231,5200.873,4752.42,4311.4385,4479.1353,242.87051,842.9108,97.451996,5074.144,4542.6816,-14.44548
3851.0312,74.83524,-249.4569,693.9167,-1160.8445,-4525.9136,1834.9918,1189.8878,-2512.992,-1121.7247,429.21487,-70.88842,2606.1326,2032.5498,6153.796,-11636.996,620.7749,44.659206,804.1534,260.15872,6538.006,5713.5483,5394.569,1983.2653,-1938.2455,-1135.3164,-1728.9532,1320.627,6412.8086,-12.132531,150.68387,367.20114,395.19452,-466.40707,319.40848,-681.8879,804.5075,785.3658,1130.8412
21127.994,13316.222,-3386.6416,10739.759,-1119.3202,-15416.305,208.43718,-6997.609,-14671.946,-9203.281,-7888.9136,-3325.4224,18143.252,-1576.7463,50911.844,9172.612,-8280.6875,-7999.872,-6666.038,-7709.293,-27374.83,-26901.658,-25368.623,4231.789,120.74733,-442.41028,1942.7999,-6295.803,4088.485,2877.6611,-1158.6193,15.122269,-2437.929,-3371.772,-112.935684,560.7245,1558.1942,-1918.642,5631.9883
-817.0771,-375.216,-68.53609,-362.1003,49.87926,-858.45026,-468.37698,-165.88766,-747.81464,-254.12065,-332.34973,-107.685425,82.59787,-370.0253,434.91608,-297.4341,-263.70862,-167.90686,-230.33105,-191.57713,-329.8549,-377.8899,-282.68823,-135.2447,134.74818,519.3366,743.768,-219.33893,235.76283,68.605865,244.456,165.52127,-65.974495,100.322586,-625.1574,723.03516,142.39766,-110.61977,572.4347
11554.645,1554.0233,1178.273,-1435.267,30.678242,-9877.416,-201.61168,-149.7195,-9757.361,-3844.0635,71.1366,949.71277,9004.247,9521.936,19098.729,5863.203,-1019.1148,-2321.9666,-892.81415,-1640.5979,570.0736,-804.8476,665.78577,-13898.934,-1072.4364,637.8346,-3410.0981,-4799.3906,3559.943,708.1191,-636.806,434.87302,-1994.2997,2504.4001,4253.9795,-1925.2719,405.29672,-3748.938,590.85333
-257.52747,-946.94147,239.56067,-1488.532,-22.247057,-1339.5559,-1243.42,-68.38886,-1667.5308,1428.3724,-929.2647,-487.57098,-1329.5251,759.8955,-5225.041,-4549.872,-956.4816,-1449.6924,-964.5136,-1208.7297,-3187.0073,-3334.2456,-3302.864,-1683.3853,488.29285,-291.18546,-1171.4651,-1372.2307,-509.37268,-765.8661,-1110.1128,-1396.813,-1399.8992,-2022.3367,1951.1835,-1741.3844,-857.7865,-1329.8317,944.2682
3825.244,-594.71606,-84.58328,-1911.0383,-699.4,-5384.3105,2994.7249,1617.2845,-5080.971,-1317.7748,-179.844,-360.7066,4432.974,5880.0273,7361.295,597.7974,404.03433,-55.775074,-62.367596,333.9927,3591.977,3065.1013,3113.4465,-7785.4893,-2352.4116,224.92355,-3024.9705,-591.3082,1641.0114,-1414.6157,-1146.6844,-505.81467,-1561.926,1612.3856,2005.9911,-293.14365,-713.8193,-1357.9974,1009.94836
4464.7485,14930.268,11207.085,13933.362,8742.159,582.83954,-6953.393,-2792.7935,4903.083,4572.3228,14339.249,7974.497,-2489.0454,2371.9775,-7509.699,-625.4301,-83.77476,-762.0779,-1065.6038,-338.17264,-49.771603,611.7823,-225.87785,7432.578,1679.0146,-8545.135,-8693.247,-2140.7034,-3217.2104,337.26044,-4369.4287,-1670.7026,-4059.022,580.47003,1150.2643,-8037.428,-290.20508,-701.9482,5603.7197
10125.078,9044.012,-2340.9663,12162.113,-3504.0364,-5971.9253,5139.1753,-5876.8228,-1006.31165,-14141.507,-3339.0793,-3230.896,5266.6113,-12990.406,9864.862,-11902.652,-5898.1523,-2640.9893,-4346.1987,-3755.4495,-13473.919,-12951.343,-12774.497,13321.427,-3999.646,520.905,-735.006,-9853.1,4777.1006,-8148.816,-7410.4062,-6897.7866,-6810.2124,3947.4006,2297.4812,-1419.9602,-7483.4746,-8668.753,13.052261
1934.6012,293.66113,501.1527,-886.5778,-399.68127,-3053.7146,-1387.1768,-570.34717,-2902.547,-1411.8545,633.2513,584.721,1877.6879,1063.8821,4710.839,560.2788,-359.22726,-947.2089,-483.86435,-642.33307,-355.41153,-364.35895,-479.74182,-6589.6885,-850.21716,-1030.4971,-970.3507,-2475.567,1254.2402,704.70593,-233.26778,-711.8567,-6.445603,4854.489,4652.548,-1509.0869,222.20682,-2311.7173,184.06549
351.38834,-124.42757,99.171555,-281.61816,480.92557,-733.12103,-410.81345,-107.83129,-680.2548,-27.578985,-601.5507,134.11584,561.55914,165.83138,1250.37,453.43997,-268.01837,-362.68677,-187.1267,-304.3506,-176.7436,-191.20905,-57.375587,-271.83112,500.71133,1471.4406,1865.1295,-966.8401,201.79585,-318.52472,-409.47763,-27.990368,-1094.5237,-474.49152,-1192.1813,1218.7632,-118.30827,-891.0325,792.8764
-675.1606,-621.7322,-857.04816,-1493.749,-1084.7738,645.7037,785.9514,-1490.9913,44.868603,-3295.7144,-1152.3893,-311.2897,-831.1384,-3398.971,-2971.7122,-3647.0957,-1067.1608,-1206.0018,-1338.928,-1088.2949,-3317.754,-3465.3142,-3501.0845,-1765.5131,-1268.9883,994.69336,-2006.5885,3246.1025,1006.718,3394.192,3163.405,2862.917,3210.5977,257.02716,1144.2637,266.0359,3290.6292,3237.1272,495.96445
-269.4757,-42.14191,-322.6976,-376.71014,-442.65347,300.73196,205.596,-525.0951,133.20143,-946.525,-731.15686,-255.96329,-282.16537,-1004.5841,-885.82153,-1098.7424,-496.66467,-510.51993,-343.059,-453.87784,-971.345,-1051.653,-1044.569,-466.16888,-420.05164,-136.16145,82.87698,1235.3184,322.7263,1281.327,1199.6213,1000.4429,1179.7448,-583.7888,376.79025,252.57738,1313.7892,1197.5883,1.9564544
-200.96483,-205.8894,-528.3645,-909.1041,-588.7035,284.53094,625.5042,-747.1058,52.446934,-1736.0343,-710.52924,-104.19777,-244.5607,-1731.9579,-1403.6527,-1966.7673,-492.05984,-757.0734,-536.50903,-892.44617,-1843.761,-1953.4722,-1943.3048,-1034.8528,-745.13245,-1610.3075,347.53647,2165.5667,616.2904,2258.8806,1981.8452,1615.3705,2031.4093,-2518.756,-100.718834,-273.91193,2320.6912,2080.1492,711.15753
5885.6514,1765.5568,1134.9843,1557.3961,3368.0505,-5407.749,-3098.6953,-2336.3418,-3706.649,-971.3842,-3534.6785,656.9108,4554.149,3070.267,11576.179,8508.962,-2059.8674,-2069.5344,-1545.592,-2825.0325,-4931.3286,-4954.1416,-4417.9385,2050.6384,3562.9941,9083.38,11005.342,-2733.7332,-59.550625,2158.745,660.4361,-78.094635,-1507.7666,-1784.9922,-987.469,8924.116,737.1541,-1173.7664,-684.0586
775.25775,1044.3417,4088.3132,-58.75556,2717.5522,-4018.43,-11649.974,1004.8857,-2056.7063,27505.607,-4272.451,-1973.8523,-5176.4185,20071.176,-11276.018,-9988.339,-5108.881,-5514.802,-6421.886,-7113.1904,-22069.748,-22939.684,-23260.299,-461.97598,6696.6006,-1273.1373,-1072.9558,-1003.01086,-12196.923,3447.149,-4566.7466,-5321.07,-3998.6921,-1616.669,9.354953,-2680.9392,-51.866657,-186.50212,1336.5294
-3821.5461,-1903.9615,-2148.256,1572.8274,-3507.4456,5369.8647,3407.603,-3529.6604,8112.9004,-9113.163,-2794.8674,-1570.8916,-5799.615,-8244.492,-7549.21,-8241.966,-2452.693,-3375.6716,-1523.4458,-2086.5337,-7629.4004,-7974.6445,-7760.6147,4119.006,-4249.0747,1285.5507,-2202.7903,-5321.6875,2728.089,-8205.156,-6256.5464,-6703.219,-5221.7153,-451.45316,-2851.1829,1629.917,-6631.6836,-5582.2383,-1196.5985
374.82632,3577.9705,5396.2983,-184.7571,5096.881,-1827.7194,-7767.415,-1247.4026,-605.5414,20747.521,270.63217,3961.099,-4859.673,12392.682,-24882.586,-16646.752,-2645.5347,-2268.243,-1001.82263,-3314.672,-8271.689,-8886.924,-8016.838,-6021.1055,6684.2456,-948.3013,165.80171,-279.25604,-5303.897,1627.0582,-2207.0469,-3811.4133,-3743.6655,-1988.6251,4039.8896,-4532.785,1837.2747,444.94153,-2852.2778
-515.8393,-201.38098,-382.94266,-806.49493,-586.4311,574.641,227.9952,-666.753,153.8282,-1729.5164,-675.13,-151.54012,-581.77576,-1684.8085,-1471.3385,-1899.4894,-476.12598,-621.6365,-533.5233,-698.9208,-1685.7937,-1757.1461,-1781.7784,-1056.3567,-681.5001,-138.98378,16.049952,2176.6963,526.779,2474.5623,2246.8455,1920.8191,2068.4668,-323.03098,742.69916,82.42183,2423.7207,2139.4524,-326.4592
3711.5334,-1755.9115,-1648.7439,-661.92914,-2193.4382,-6149.911,-3341.918,150.45981,-4239.7134,-2854.5215,-660.4633,201.96788,3632.254,-1735.8655,9643.253,-24640.97,919.9059,-846.1037,928.5598,-265.1293,7711.567,5923.4673,6174.914,1346.6771,-1867.6458,-978.4866,935.6618,2625.9458,13280.463,2166.7036,831.12506,1107.7335,2168.67,-1637.396,-692.02844,-1870.3999,2683.0496,2867.1235,735.8552
2735.2537,901.6452,-350.65936,-1392.3608,-527.4913,-4531.215,-1944.0225,-7.663747,-5249.3276,1041.296,-3032.246,-2468.5122,1417.007,1468.8142,1143.1024,-7772.143,-2590.8254,-3422.6045,-3104.2705,-3366.5225,-10099.522,-9830.845,-9819.762,-3270.1094,1528.1229,-1534.4192,675.9326,-4701.1465,-2294.6267,-3403.8062,-3211.3103,-4169.653,-4607.3467,-4104.2104,-547.6248,-1767.5804,-3996.0369,-3994.6716,-2313.874
5168.281,1056.4108,509.53488,-147.34093,510.295,-4899.866,-1389.8026,-134.11668,-4753.0166,-1344.515,-449.67462,1064.6604,3952.4763,4042.2085,8057.038,2764.8057,-508.1114,-1209.3842,-592.0958,-1179.9209,194.56389,387.04675,487.30475,-5305.4126,-69.38523,4900.053,2624.0361,-4684.767,1459.5786,372.53452,-815.8935,-875.11084,-2541.7021,6041.877,6074.785,3093.8303,97.39638,-3547.3079,-1474.189
4643.3354,2643.2888,-2673.6377,1120.1947,-771.01666,-9332.63,-2465.0059,-2801.41,-9756.882,-5663.559,-4781.9663,-2070.8313,9762.395,-2745.3984,25461.27,1246.0571,-3143.8418,-4630.529,-3638.7275,-2934.7654,-13765.603,-13596.318,-13249.251,-748.88617,912.55273,299.3571,899.6894,-3264.3867,924.06287,401.3068,-544.17114,-167.92122,-1693.6152,-1768.9208,-2193.681,670.51764,69.80544,-1532.7583,4665.578
-2424.6033,-802.7669,-1228.6605,-2186.9805,-1318.1289,2949.1125,1204.2317,-2237.7654,1531.7301,-5005.052,-1927.1951,-455.5549,-3186.6592,-4870.243,-4256.167,-5350.017,-1233.045,-1560.6105,-1970.4557,-1870.1964,-4902.539,-5056.749,-5111.189,-2603.2974,-1920.4615,135.68465,-942.9287,4224.839,1369.4177,4541.272,4278.243,4120.8447,4239.059,1334.293,-1428.8967,-597.09,4609.636,4158.8467,688.33325
4050.7817,5.867182,736.7998,1823.5802,865.1002,-3800.8777,465.05966,1270.7554,-1701.5281,-512.2911,-1192.0355,-170.4908,2985.8386,3223.4182,4930.479,255.5619,373.69992,178.45221,260.89142,-192.38832,3204.0894,3132.032,3176.7195,5328.792,1827.2638,14016.318,8910.665,-4081.5205,1968.1263,-845.46655,-251.1917,-181.06908,-3904.3298,-536.62476,73.41275,13575.764,-1893.8846,-4000.1038,1774.7628
-2072.3774,-1793.1377,-618.9117,-1281.0803,-409.47336,-5204.279,-2029.2017,-953.9327,-4745.3643,-1045.6632,-977.1106,-209.24759,-6599.584,-1051.6888,-266.27338,-1014.9517,-613.5362,-786.1217,-770.81146,-1172.8676,-858.801,-1012.35004,-772.65735,-588.95746,-540.2082,-277.95047,-598.92993,-102.43233,633.2293,186.16847,213.99873,214.71959,22.763435,-472.184,-957.6943,-690.0433,216.6336,-121.80606,657.09467
19997.994,11001.084,-1452.1139,8289.414,44.03422,-14635.817,-147.23064,-5170.6704,-13269.412,-6225.8555,-5760.4683,-1870.8557,16201.13,4008.1404,45194.445,14254.5625,-6466.566,-7186.661,-5090.742,-6560.4805,-22100.877,-21956.5,-19954.436,1214.1594,556.2282,952.61584,1263.8706,-7225.9316,3339.1257,2850.0598,-410.2668,1577.7375,-2704.9956,-2541.591,-281.8979,1867.8943,1870.0115,-2631.61,3431.4202
-3338.177,-576.98566,-1231.5752,-1711.0216,-995.02954,4019.6865,799.9458,-1268.3805,2648.3113,-3622.736,-1549.8029,-737.00055,-4069.0352,-3155.255,-2843.1663,-3566.276,-1176.8248,-1254.3335,-1100.2001,-1362.3628,-3163.4458,-3332.425,-3424.927,-2143.1802,-1341.322,-119.89811,-280.90054,1636.681,1139.3007,1721.9529,1678.6356,1938.4596,1552.2703,-112.73219,902.5544,100.46741,1937.7836,1400.113,-1872.1549
4365.296,497.91464,310.3538,-715.51373,-313.59177,-4392.84,780.7227,295.38104,-4076.5103,-1554.9381,492.96457,336.94598,3501.0706,4202.932,6904.03,1620.7246,-282.05325,-457.23416,-327.228,-164.08171,1160.7654,1022.4644,1174.2329,-5913.0474,-1359.9752,257.27557,-1376.8104,-1997.866,1449.0305,-199.81277,-837.353,-664.5175,-1251.3868,4637.9287,3510.5342,-167.89734,10.266434,-1952.6461,1162.6188
-2470.3137,-803.4037,-2039.8192,-4167.117,-2845.2195,2964.033,2264.18,-3397.165,758.1676,-7532.4795,-2866.4727,-952.2207,-3139.0625,-7100.118,-6545.897,-8030.571,-1793.8662,-2522.307,-2398.413,-2804.6511,-7211.173,-7516.2686,-7634.5024,-5075.9395,-2484.169,-270.51266,27.431227,7698.729,2215.1392,8340.391,7739.387,6988.7866,7164.29,-2046.8436,2278.617,-1040.2058,8289.556,7526.7407,-2196.335
104.32904,3446.0776,3470.5442,1667.699,3618.1099,284.34555,-2532.65,-1111.6791,730.1058,4955.4766,2163.8086,3553.0393,-1063.2141,1757.8484,-7499.457,-1699.5767,148.8632,230.1812,219.57663,-381.22064,-214.32977,-489.2343,-171.92038,-2274.5884,2959.0876,-219.9301,-2395.2935,618.4677,-1609.3774,350.5041,-1057.6926,-398.44476,-1233.5354,-233.40681,193.82487,-1030.3049,757.3656,853.1375,-1379.3567
70.96842,-93.73331,5.7881465,-79.53047,-128.06497,60.929096,-10.518362,-55.28873,2.333376,-94.871574,-41.59582,-27.93948,-62.216045,-43.369465,122.13238,-402.3658,16.676498,-187.34378,-67.28198,-159.51271,171.35988,44.137947,53.065327,-81.76407,-81.46012,-40.40562,48.134804,231.17834,396.45657,189.61089,91.55539,103.32571,148.83444,-39.09137,-30.384607,22.783981,162.8018,174.50687,36.80187
-4838.3257,-1549.4054,-1909.1,-1061.2947,-2738.658,6127.525,2632.6704,-2746.8691,6354.8125,-7521.356,-2510.31,-1104.6538,-6128.0933,-6900.703,-6321.1978,-6552.2427,-1667.6558,-3185.1382,-2056.625,-2462.9453,-6216.0825,-6791.857,-6570.5127,87.507484,-3166.218,-568.37805,-1178.9235,-2757.5452,2302.685,-4592.0503,-3085.5127,-3065.6768,-2903.2202,-1665.4155,-286.17807,734.3609,-3316.441,-3170.6372,43.768948
2595.0847,-893.26746,-376.40506,-1195.9238,-1286.968,-4563.215,61.271297,1170.886,-3505.6423,-794.772,-350.76227,-30.462294,2701.7007,1753.0977,6385.777,-11311.715,582.1225,-212.59221,393.72003,351.3277,5979.539,5318.982,4613.441,-1998.7784,-1876.7334,-936.5402,-752.56506,1947.0774,5780.8057,170.72365,-282.69553,508.1852,951.44257,-333.11572,316.54492,-1247.976,1011.825,1467.3081,580.07556
-934.796,-2639.6367,576.0082,-3966.0154,-243.21642,-4286.667,-4674.4043,888.9977,-5619.8975,6430.926,-3196.2285,-2060.1624,-6547.078,4056.279,-12965.744,-13086.234,-2866.7078,-3672.034,-2727.6106,-3285.2092,-9268.695,-9276.123,-9274.351,-4152.008,1592.9442,-408.43002,574.7529,-4199.538,-2279.9001,-2092.075,-2609.6843,-4308.8335,-4486.5474,-4877.8247,2709.3826,-1667.3575,-2862.2803,-3989.3806,1503.9458
-48.184647,-642.7797,-1285.9836,-2347.397,-1362.1726,177.13792,1372.3605,-1894.2773,-713.6822,-4699.439,-1332.1776,-86.17875,-118.62576,-4523.7393,-3757.4277,-5185.8794,-1223.423,-1802.9082,-1275.4991,-1751.1096,-4682.0337,-4918.5005,-4758.0425,-2939.9502,-1813.6804,-603.0094,332.28018,6138.4756,1582.1155,6431.4834,5950.2285,4789.244,5629.372,-1514.1567,-828.15845,-145.92143,6425.8237,5912.0493,-2634.0674
1722.404,-3168.5554,4400.3667,-3744.2642,2383.724,-6797.2246,-16377.977,2764.8882,-5358.6025,43722.215,-8656.046,-4176.381,-10242.616,32142.559,-29622.02,-33427.54,-8973.273,-10004.921,-10065.534,-11685.143,-32031.396,-33436.215,-33678.27,-4561.607,9854.327,-356.10352,829.36743,-6199.4165,-16292.176,2384.9126,-4912.779,-8084.79,-9248.771,-1434.9866,-1146.6572,-4257.635,-2917.7026,-4550.1045,3086.2383
520.75354,1375.9513,1304.2031,766.72314,1082.4037,-31.093138,-563.9706,-461.91437,72.62263,620.34906,971.8591,1298.4385,-195.00804,233.43155,-306.1553,101.315636,-153.17287,-212.59618,44.208763,2.7057838,89.334305,-58.592846,-5.385601,-812.1681,441.16806,93.33358,-269.3771,84.586586,-274.2074,471.0455,-130.33978,-20.215311,384.52292,1056.2196,1225.1188,-2138.893,482.21225,239.11656,511.37814
1825.1282,51.624054,-750.56506,943.82715,-871.48914,-1722.5249,-656.4569,-246.8096,-683.4575,-1369.6646,73.051,-169.04317,960.66296,-1290.0889,2819.8762,-7537.95,-39.160255,-487.01047,139.83977,-76.36454,1632.964,1168.1185,1353.1738,2098.7473,-434.81894,-746.5051,529.0211,922.81836,4840.0166,886.8735,471.0486,-199.19667,1017.89825,10.469862,-657.68866,-1016.00946,894.1325,964.612,373.30847
-1487.2169,-168.43394,-1515.184,-2397.5305,-1596.1946,1809.6392,1565.9001,-1871.7957,738.23834,-3590.2795,-1131.8193,-603.734,-1953.4884,-3398.5847,-3164.5789,-3855.3503,-629.65344,-1330.487,-1265.9751,-1681.5902,-3424.385,-3656.4783,-3716.008,-2668.092,-1349.1907,-1797.7008,745.66595,2884.7783,1311.1062,3125.7427,2745.6553,2646.0771,2596.8835,-2574.919,410.88416,-506.91223,3157.8457,2780.401,-64.16584
4811.7905,-656.4855,-1803.1388,1380.1486,-2217.3794,-5285.3867,-1841.4419,-399.5334,-2998.1667,-3145.0613,-171.05498,-7.4299197,3283.5393,-2553.9097,8951.477,-22261.848,488.3024,-1039.4802,1000.59076,-426.31595,5849.343,4575.103,4507.756,3774.1292,-1558.1267,-1118.5619,179.72456,1799.3236,12935.409,1873.7504,722.30194,344.24823,1839.4855,-692.9962,-1303.1796,-879.21594,2316.4268,1946.1514,206.59732
3940.0588,-601.19147,-258.28024,-761.85065,-1119.1285,-5159.627,3535.5564,2588.3618,-3919.752,-1193.8989,-424.4415,-521.9332,3667.2913,4887.2104,6443.1455,-5813.5664,518.17725,480.29028,494.21957,998.70685,6678.2266,5991.936,5656.604,-2056.9111,-2363.4675,-570.83673,-955.022,2410.336,3853.0679,-1375.949,-790.8827,291.51767,595.5151,-1411.3215,-448.11642,-523.6614,67.49126,956.4221,956.031
-763.1785,-653.90466,-997.49396,-1647.4519,-1109.1744,989.5481,1171.1465,-1560.8665,40.427486,-3567.4956,-1235.5018,-317.57858,-1176.6475,-3452.2454,-3118.312,-3861.5464,-716.8567,-1293.1674,-1582.4119,-1349.644,-3518.16,-3581.8445,-3638.1409,-1904.948,-1386.0687,-336.32196,-1960.4972,3245.1792,1012.62976,3380.8481,3206.2417,3028.3938,3156.524,300.55545,-764.92145,-737.40656,3450.055,3170.4302,-1504.6041
-82.99107,-47.523716,-532.2638,440.9512,-618.0617,295.8612,282.3475,-826.3189,883.5721,-1897.7089,-875.7946,-485.79327,-248.2662,-2112.8135,-1532.1545,-1874.896,-715.2504,-1278.7043,-948.1616,-983.0783,-2096.0063,-2078.9272,-2092.0017,780.80505,-908.8239,-201.14275,1113.9352,602.5814,433.7529,200.82465,458.59467,211.95355,757.25195,-1647.3594,-436.26688,283.68756,471.92337,586.2354,1688.8988
-604.7045,-240.52647,-689.50916,-1225.8612,-704.31134,655.0851,505.84705,-925.1003,105.14416,-2549.463,-936.79785,-111.44009,-683.18396,-2513.4607,-2032.0696,-2834.3696,-574.1868,-741.71625,-709.3563,-857.2546,-2527.5552,-2626.888,-2615.9062,-1571.3556,-1030.3909,-246.48495,-140.06337,3492.83,727.39844,4013.5457,3634.929,2957.6597,3349.143,-816.28394,-175.7797,-33.182304,3857.0994,3505.5244,160.67613
-74965.81,-27091.213,-1826.6158,-21955.658,-4769.431,-68847.07,-30903.672,-7190.2686,-63571.914,-16211.7295,-8236.843,-5447.7505,-18403.568,-16180.677,-7437.2793,-16508.213,-10973.947,-7710.8364,-10613.227,-9183.446,-14158.064,-15966.494,-16543.271,-14765.257,-4988.832,162.0072,-1537.0815,-6826.364,3667.4395,-847.9133,589.2184,1223.1284,-3895.2253,-109.39647,-2360.1355,-1522.985,-2805.881,-6644.6714,17239.996
-419.89838,-334.70615,-862.90576,-1333.5172,-816.1294,554.6329,906.2481,-1003.6481,-82.966324,-2720.729,-693.97095,-101.26908,-497.68423,-2635.9346,-2118.4824,-3049.2632,-541.06885,-911.8722,-851.1227,-1057.1073,-2681.4045,-2751.4836,-2753.0012,-1749.8352,-1170.8488,-703.6825,-118.534195,3944.66,845.50366,4366.3916,3904.8208,3199.3057,3657.0034,-548.663,251.51038,85.71874,4238.8843,3841.9326,-762.3351
2139.2896,-1032.8195,761.25256,-1234.1356,2749.9023,-3346.2373,-2023.147,-164.57564,-2697.1975,311.98676,-3472.8665,1141.0708,2901.1313,1630.3735,4599.1724,2859.8035,-787.32666,-716.841,-515.57825,-703.875,-584.0119,-417.7722,332.98105,-548.87274,3988.2104,10512.766,10664.073,-3914.7065,989.48334,131.6841,-275.93985,-213.03606,-3618.21,-583.83997,-1563.7448,10113.407,-1607.8741,-3259.4097,1281.6367
-1410.1532,-201.69016,-678.03046,-1535.068,-756.54504,1684.7179,579.3757,-1160.9037,690.8902,-2665.6394,-1106.6715,-356.01086,-1653.9001,-2531.907,-2181.6772,-2856.8208,-849.247,-845.70935,-877.1591,-1062.6769,-2489.39,-2609.2083,-2698.3396,-1900.19,-1100.63,-446.5743,-610.21686,2881.2764,903.325,3202.1826,2882.4697,2558.9375,2680.408,-1203.2488,1231.8569,140.64046,3141.578,2817.5427,-702.11957
