attack_cat,dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
Exploits,4e-06,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,6,5,5,10,0,0,0,6,8,0
Exploits,3.3e-05,2,0,134,0,30303.03007,62,0,16242424.0,0.0,0,0,0.033,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,67,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0
Exploits,1e-05,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0
Exploits,9.853653,686,118,877484,6100,81.49262,62,252,711374.75,4911.072266,340,8,14.469388,84.233797,1761.546498,106.043523,255,1788659895,3060215194,255,0.157101,0.081919,0.075182,1279,52,0,0,2,1,1,1,1,1,0,0,0,2,1,0
Exploits,0.69739,10,8,526,354,24.376604,254,252,5437.416504,3556.116211,2,1,74.208333,87.955141,4058.890814,168.745031,255,184465651,3651697746,255,0.158709,0.081695,0.077014,53,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0
Exploits,0.940038,26,10,25850,440,37.232536,254,252,211531.875,3370.076416,10,1,37.56672,97.447109,4674.030445,140.513563,255,1761503077,3739353599,255,0.10579,0.063009,0.042781,994,44,0,0,1,1,2,1,1,1,0,0,0,19,2,0
Exploits,3.211337,24,22,1296,1666,14.012855,62,252,3094.03833,3963.458008,7,9,139.623346,148.946375,7308.94589,224.524734,255,896515265,2877047159,255,0.136783,0.058767,0.078016,54,76,0,0,1,1,2,1,1,2,1,1,0,2,1,0
Exploits,5e-06,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0
Exploits,9e-06,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,1,1,2,0,0,0,1,2,0
Exploits,0.981769,22,18,6018,2410,39.724211,254,252,46813.45313,18554.26172,8,6,49.041902,54.645824,3197.843535,82.103391,255,523366863,3800326578,255,0.101321,0.052783,0.048538,274,134,0,0,1,1,1,1,1,1,0,0,0,2,1,0
Exploits,9e-06,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,5,4,0
Exploits,9e-06,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,4,0,0,0,2,3,0
Exploits,5e-06,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,5,5,17,0,0,0,6,12,0
Exploits,1.03791,16,16,8006,7050,29.867715,254,252,57854.72656,50948.54297,5,5,69.133869,74.17546,5093.084684,4514.124038,255,2571815234,2601163314,255,0.13874,0.073626,0.065114,500,441,0,0,4,1,2,1,1,1,0,0,0,2,9,0
Exploits,1.528655,22,20,3779,1736,26.820963,62,252,18881.95703,8635.041992,8,8,72.793092,74.877898,4006.512948,107.005836,255,3637963068,1291995609,255,0.114669,0.062888,0.051781,172,87,0,0,1,1,17,1,1,1,0,0,0,1,1,0
Exploits,9e-06,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,3,3,0
Exploits,0.238244,2,2,168,112,12.592133,254,60,2820.637695,1880.425171,0,0,0.007,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,56,0,0,1,0,1,1,1,1,0,0,0,1,1,0
Exploits,2.18951,160,40,185750,2600,90.887911,62,252,674452.25,9262.345703,77,8,13.770503,55.60423,1366.921382,64.182555,255,2196871594,4207098461,255,0.076088,0.020216,0.055872,1161,65,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,0.502649,10,6,970,268,29.841897,254,252,13894.3877,3565.112061,2,1,49.364,90.722797,2591.330663,131.573141,255,2125066862,2363028121,255,0.156549,0.049032,0.107517,97,45,1,0,1,1,1,1,1,1,0,0,1,1,2,0
Exploits,0.762109,10,10,822,1172,24.930818,62,252,7767.917969,11074.53125,2,2,84.678778,70.722891,5490.561173,121.307008,255,1551237709,2676865413,255,0.135936,0.110469,0.025467,82,117,1,141,3,1,2,2,1,3,0,0,1,2,3,0
Exploits,0.271407,10,8,788,1104,62.636555,62,252,20927.97852,28473.8418,2,2,30.156333,34.502285,1563.970169,57.163504,255,886646252,977516819,255,0.06162,0.008091,0.053529,79,138,1,141,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,8.957003,100,558,4702,771295,73.350431,62,252,4157.640625,687652.375,2,277,90.465434,15.938498,5148.296392,2485.855773,255,4263727173,1190842259,255,0.156777,0.079252,0.077525,47,1382,1,374217,1,1,3,1,1,1,0,0,1,2,3,0
Exploits,1e-05,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0
Exploits,0.274671,10,8,810,1316,61.89223,62,252,21232.67578,33552.87109,2,2,30.519,38.033145,1491.470684,55.496301,255,3912527151,94853908,255,0.053393,0.007599,0.045794,81,165,1,241,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,5e-06,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0
Exploits,1.532562,8,8,364,990,9.787532,62,252,1665.185425,4525.754883,1,2,218.817719,200.579422,14675.23023,371.414469,255,1153590134,3350885143,255,0.240402,0.128502,0.1119,46,124,0,0,1,1,2,1,1,2,0,0,0,2,1,0
Exploits,0.92222,8,10,364,3754,18.43378,62,252,2767.235596,29311.87891,1,3,131.74571,96.226667,9057.354623,8081.58711,255,3378624169,1152418949,255,0.119963,0.055532,0.064431,46,375,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,7e-06,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0
Exploits,1.53848,12,12,1308,2834,14.94982,62,252,6234.725098,13509.4375,3,3,139.738006,132.852906,9166.445774,179.888078,255,3322674790,137459299,255,0.143442,0.077089,0.066353,109,236,1,237,2,1,1,1,1,1,0,0,1,14,1,0
Exploits,0.721343,8,8,364,854,20.794546,62,252,3537.845459,8295.637695,1,2,103.032283,99.21257,6583.540125,162.849375,255,2578784951,3865142980,255,0.069227,0.026848,0.042379,46,107,0,0,1,1,2,1,1,2,0,0,0,2,1,0
Exploits,4e-06,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,3,3,3,11,0,0,0,4,10,0
Exploits,1.215765,10,18,798,13478,22.208239,62,252,4731.177734,83766.1875,2,6,135.085,64.463939,9851.198946,5522.977613,255,3789853457,97607757,255,0.143273,0.0909,0.052373,80,749,1,6128,1,1,1,1,1,1,0,0,1,16,1,0
Exploits,0.63584,14,12,1916,786,39.318068,254,252,22395.57031,9071.464844,4,4,46.142077,55.251547,2520.841836,66.747102,255,4244239975,1889445821,255,0.077628,0.028064,0.049564,137,66,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,0.735057,10,8,912,354,23.127458,254,252,8935.361328,3373.887939,2,1,76.44,96.452141,4771.307281,157.113484,255,683007028,1574104562,255,0.165646,0.059884,0.105762,91,44,1,0,5,1,1,1,1,1,0,0,1,4,1,0
Exploits,0.648436,12,16,1266,10926,41.63865,62,252,14323.69531,126384.1016,3,5,58.948728,38.318132,3948.478378,2838.806184,255,1282005185,1837929207,255,0.11688,0.059361,0.057519,106,683,1,813,2,1,1,1,1,2,0,0,1,1,2,0
Exploits,7e-06,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,4,4,0
Exploits,7.224219,22,0,2376,0,2.906889,254,0,2511.551758,0.0,0,0,370.975969,0.0,394.102156,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,2,1,0
Exploits,2.991877,10,12,856,4616,7.019005,62,252,2061.582031,11315.97266,2,3,332.424778,266.906642,22437.82711,22595.55102,255,2138825677,2995747843,255,0.130862,0.0559,0.074962,86,385,1,1801,1,1,1,1,1,2,0,0,1,2,1,0
Exploits,1.841576,14,18,1752,10600,16.833408,62,252,7067.859375,43493.18359,4,6,141.659692,103.03841,7263.918488,7483.982735,255,863478953,1291648180,255,0.177007,0.089016,0.087991,125,589,1,2907,2,1,1,2,1,2,0,0,1,2,1,0
Exploits,3.857268,22,26,1154,1828,12.18479,62,252,2285.55542,3646.10376,7,9,183.676333,152.818045,10752.61099,10256.51583,255,1094321815,2631337936,255,0.120175,0.036814,0.083361,52,70,0,0,1,1,2,1,1,2,1,1,0,2,1,0
Exploits,0.570542,10,6,828,268,26.290791,254,252,10460.22949,3140.873291,2,1,63.325,94.797203,3063.484764,136.364344,255,3858909534,3957948238,255,0.160718,0.096549,0.064169,83,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,0.976739,20,78,1260,97362,99.310052,62,252,9804.051758,787223.625,2,37,51.407315,11.546013,2863.731339,1634.096446,255,2703930436,2826445370,255,0.161922,0.086935,0.074987,63,1248,1,46853,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,2.321366,84,30,87030,2074,48.678234,62,252,296356.5313,6909.724609,39,8,27.968265,77.506031,2568.353858,99.564672,255,2012293695,562626651,255,0.14009,0.072614,0.067476,1036,69,0,0,1,1,1,1,1,1,0,0,0,2,1,0
Exploits,1.698836,22,22,1186,1620,25.311449,62,252,5335.417969,7284.988281,7,9,80.896949,80.115188,5736.300664,148.133641,255,1830239399,1471913461,255,0.063721,0.010773,0.052948,54,74,0,0,1,1,2,1,1,2,1,1,0,2,1,0
Exploits,0.633866,10,12,792,4336,33.13003,62,252,8998.74707,50168.33203,2,3,70.429556,48.036183,4481.85172,3466.73581,255,499383001,1810463629,255,0.119889,0.060999,0.05889,79,361,1,1663,1,1,2,1,1,4,0,0,1,2,1,0
Exploits,5e-06,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0
Exploits,1e-05,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,5,4,4,11,0,0,0,5,10,0
Exploits,1.228732,8,12,364,7738,15.463095,62,252,2076.937988,46187.45313,1,4,175.520862,101.980909,11885.42737,8634.37853,255,2359372767,3600646306,255,0.172282,0.106932,0.06535,46,645,0,0,1,1,2,1,1,2,0,0,0,2,1,0
Exploits,9.697476,106,572,4682,741676,69.811977,62,252,3826.150146,610781.5625,7,284,92.356915,16.849359,4682.934417,1975.06699,255,3703262024,952525683,255,0.130897,0.075506,0.055391,44,1297,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,0.271761,18,10,12254,3404,99.352004,254,252,340711.125,90196.89844,6,3,15.225823,29.463777,1135.433984,43.907043,255,707179891,320797772,255,0.050539,0.006586,0.043953,681,340,0,0,2,1,1,1,1,1,0,0,0,1,1,0
Exploits,1e-05,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,3,3,0
Exploits,1.174915,10,10,608,646,16.171383,254,252,3731.333984,3962.840088,2,3,130.546111,116.957109,7172.788576,165.859203,255,46661208,287733333,255,0.163068,0.073312,0.089756,61,65,0,0,2,1,1,1,1,1,0,0,0,1,2,0
Exploits,2.140151,40,22,25593,1902,28.502661,62,252,93279.39844,6788.306152,16,8,56.316314,99.289187,3673.048663,120.24807,255,4168178169,2598176886,255,0.116464,0.05507,0.061394,640,86,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,0.106722,4,2,1322,678,46.850697,254,60,74361.42969,25411.81836,0,0,35.574,0.007,50.296504,0.0,0,0,0,0,0.0,0.0,0.0,331,339,0,0,3,0,3,3,3,3,0,0,0,3,3,0
Exploits,8e-06,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,13,2,2,2,2,13,0,0,0,3,13,0
Exploits,3e-06,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,5,5,0
Exploits,0.652765,10,8,1068,1126,26.043064,254,252,11789.84863,12083.98145,2,2,72.529444,69.554,3532.947073,116.696852,255,3501437426,3920254406,255,0.194704,0.109104,0.0856,107,141,1,151,3,1,1,1,1,2,0,0,1,2,2,0
Exploits,0.962491,14,12,2704,786,25.97427,254,252,20870.8457,5992.783691,4,4,72.302923,84.277453,4707.249894,132.782688,255,3920622547,1599835446,255,0.087907,0.035431,0.052476,193,66,0,0,1,1,1,1,1,1,0,0,0,4,1,0
Exploits,0.321226,10,6,1016,268,46.696095,254,252,22787.69531,5578.626953,2,1,31.961111,49.636398,1753.365101,64.714945,255,2568709912,3252933522,255,0.14352,0.073024,0.070496,102,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0
Exploits,4e-06,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,13,2,4,4,4,13,0,0,0,6,13,0
Exploits,9e-06,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,2,7,0
Exploits,7e-06,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,1,1,1,2,0,0,0,19,2,0
Exploits,1.237746,22,22,1182,1650,34.740569,62,252,7297.135254,10179.79492,7,9,58.940286,58.530094,3134.907523,3751.615398,255,1416856591,2852761860,255,0.052257,0.007979,0.044278,54,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0
Exploits,1.027161,8,8,364,646,14.603358,62,252,2484.518066,4408.26709,1,2,146.737281,131.123719,10021.58773,286.227,255,1716700776,2993610316,255,0.149217,0.086495,0.062722,46,81,0,0,1,1,1,1,1,2,0,0,0,3,1,0
Exploits,0.253966,10,6,1054,268,59.063023,254,252,29893.76563,7056.0625,2,1,26.438222,48.118,1341.06357,65.508742,255,620266826,954838516,255,0.028604,0.013372,0.015232,105,45,1,0,1,1,1,1,1,1,0,0,1,8,1,0
Exploits,1.480091,20,10,14100,898,19.59339,254,252,72400.95313,4372.704102,7,2,77.826734,154.817,6057.637887,240.684891,255,303701011,4279422753,255,0.153455,0.086737,0.066718,705,90,0,0,3,1,1,1,1,1,0,0,0,2,1,0
Exploits,1.117611,22,20,2846,1806,36.685392,62,252,19448.62695,12283.34277,7,8,53.219571,58.228949,2909.538962,72.886422,255,4135266616,1981463228,255,0.060384,0.010545,0.049839,129,90,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,0.310529,10,8,794,1304,54.745291,62,252,18420.17969,29395.0,2,2,34.503222,36.986285,1788.239796,70.040477,255,3377118325,1048822245,255,0.097739,0.036,0.061739,79,163,1,251,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,0.003296,4,0,5552,0,910.194188,254,0,10106796.0,0.0,0,0,1.098667,0.0,1.538193,0.0,0,0,0,0,0.0,0.0,0.0,1388,0,0,0,2,2,1,1,1,2,0,0,0,11,2,0
Exploits,1.206288,40,164,1818,195620,168.284857,62,252,11758.38672,1289430.125,7,80,30.930462,7.351264,1516.406892,747.601732,255,2553138672,2428866481,255,0.056838,0.007308,0.04953,45,1193,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,1.203151,10,12,820,8124,17.454168,62,252,4907.114746,49516.64453,2,3,133.613222,98.105091,6895.239978,7296.354501,255,2998566591,3681759975,255,0.246588,0.123994,0.122594,82,677,1,3581,1,1,1,1,1,1,0,0,1,2,1,0
Exploits,0.550973,8,8,364,630,27.224565,62,252,4631.806152,8014.911621,1,2,78.710426,71.733859,5425.391888,151.892234,255,4280988178,3320670136,255,0.095149,0.048137,0.047012,46,79,0,0,1,1,2,1,1,2,0,0,0,2,1,0
Exploits,1.33405,10,8,1032,354,12.74315,254,252,5571.005371,1859.000732,2,1,144.115333,180.888,9530.923437,259.584313,255,3185085293,3781357829,255,0.133212,0.067825,0.065387,103,44,1,0,3,1,1,2,1,2,0,0,1,2,2,0
Exploits,1.387095,8,8,364,616,10.813968,62,252,1839.816284,3108.655273,1,2,197.987143,183.794719,14102.39034,368.817063,255,1485024476,1974768755,255,0.138773,0.100523,0.03825,46,77,0,0,1,1,2,1,1,2,0,0,0,2,1,0
Exploits,6.055093,60,332,2600,447864,64.573742,62,252,3378.313232,589937.75,1,164,102.612086,17.983151,6399.076941,2698.360294,255,1686288304,2533492451,255,0.216499,0.102664,0.113835,43,1349,0,0,1,1,2,1,1,2,0,0,0,3,1,0
Exploits,27.99671,20,0,900,0,0.678651,254,0,244.314423,0.0,0,0,1473.511,0.0,1697.5375,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
Exploits,0.271982,10,8,858,1602,62.504133,62,252,22736.79688,41238.01953,2,2,30.220222,37.51143,1484.414449,52.667172,255,222366483,3726999972,255,0.055337,0.00878,0.046557,86,200,1,397,3,1,1,1,1,1,0,0,1,1,1,0
Exploits,0.531981,10,8,818,1242,31.956029,62,252,11083.10254,16346.44824,2,2,59.109,73.384289,4155.992589,170.140766,255,2589242831,461161102,255,0.048619,0.008889,0.03973,82,155,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,1e-06,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0
Exploits,3.142308,14,10,1088,790,7.319461,254,252,2573.904297,1810.134521,3,2,237.820154,343.242,17115.18538,487.268594,255,3582990002,940631117,255,0.148514,0.053127,0.095387,78,79,0,0,7,1,1,1,1,1,0,0,0,2,1,0
Exploits,8e-06,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,7,0,0,0,2,6,0
Exploits,3e-06,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,13,7,0
Exploits,0.944624,40,22,31217,1998,64.575958,62,252,257770.2813,16158.81055,17,8,24.221128,42.626523,1587.386547,48.927664,255,1021300489,4047106080,255,0.064434,0.016451,0.047983,780,91,0,0,1,1,2,1,1,1,0,0,0,1,1,0
Exploits,0.470628,12,66,868,85722,163.611177,62,252,13530.85645,1435086.75,2,33,39.157272,6.840892,1919.185789,924.909077,255,256190950,4236739985,255,0.038075,0.025967,0.012108,72,1299,1,41292,2,3,2,2,2,4,0,0,4,2,2,0
Exploits,1.603547,26,72,1222,71924,60.4909,62,252,5862.004883,353845.5625,7,34,64.14188,21.966472,3131.852776,1821.819398,255,547692266,2318373008,255,0.096106,0.065243,0.030863,47,999,0,0,1,1,18,1,1,1,0,0,0,1,1,0
Exploits,7e-06,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,2,1,1,13,0,0,0,2,9,0
Exploits,0.256186,10,8,778,1284,66.358035,62,252,21890.34375,35099.49609,2,2,28.465111,35.636285,1411.03611,52.298848,255,3866910114,3315336022,255,0.049902,0.006028,0.043874,78,161,1,241,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,0.79701,12,10,1256,3340,26.348477,62,252,11563.21777,30172.77148,3,3,72.455453,76.445,3858.028186,112.354117,255,3224809911,2445333771,255,0.088096,0.048689,0.039407,105,334,1,779,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,1.15786,10,8,2320,354,14.682258,254,252,14426.61426,2141.882324,2,1,128.651111,147.828422,8627.147979,208.575953,255,336619130,3335542392,255,0.192514,0.122306,0.070208,232,44,1,0,1,1,1,1,1,1,0,0,1,1,2,0
Exploits,6e-06,2,0,180,0,166666.6608,254,0,119999992.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,9,8,8,10,0,0,0,8,10,0
Exploits,0.507974,10,6,926,268,29.529069,254,252,13134.5293,3527.739502,2,1,56.441556,91.028602,2712.649434,127.423461,255,1554404207,1318297542,255,0.099741,0.051726,0.048015,93,45,1,0,3,1,1,1,1,1,0,0,1,1,1,0
Exploits,0.884229,10,14,890,11286,26.011361,62,252,7246.991211,94817.0625,2,5,98.247667,55.339846,5002.735224,0.0,255,284299709,995493076,255,0.295424,0.164126,0.131298,89,806,1,5102,1,1,1,1,1,2,0,0,1,1,1,0
Exploits,0.857203,20,22,1084,1648,47.829977,62,252,9612.65918,14689.63574,7,9,45.115949,39.193476,2449.200278,2242.93119,255,578618211,3290646084,255,0.049355,0.033346,0.016009,54,75,0,0,1,1,1,1,1,2,1,1,0,2,1,0
Exploits,0.954511,10,14,814,11322,24.096108,62,252,6143.459961,88120.51563,2,5,106.056778,62.484232,5573.134028,6130.98765,255,792312884,773020960,255,0.184359,0.087697,0.096662,81,809,1,5136,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,5.091967,50,226,2252,276251,54.006633,62,252,3467.422363,432098.625,7,111,103.912099,22.363813,6056.402749,2825.379561,255,3980106148,2273109932,255,0.167225,0.060102,0.107123,45,1222,0,0,1,1,1,1,1,1,0,0,0,2,1,0
Exploits,27.99671,20,0,900,0,0.678651,254,0,244.314423,0.0,0,0,1473.511,0.0,1697.5375,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
Exploits,0.624461,18,58,1122,68375,120.103578,62,252,13579.71094,860864.0,2,27,36.733,9.453281,1970.175974,1135.878978,255,647535985,2577822775,255,0.083974,0.049114,0.03486,62,1179,1,32768,1,1,2,1,1,1,0,0,1,1,1,0
Exploits,59.687565,106,0,28832,0,1.75916,254,0,3827.933105,0.0,0,0,568.453062,0.0,716.658688,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
Exploits,1e-05,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0
Exploits,1.957526,10,8,978,354,8.684431,254,252,3600.463135,1266.905273,2,1,217.502889,305.7285,13496.99029,530.338125,255,2698093871,3987322380,255,0.152545,0.091164,0.061381,98,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0
Exploits,1.648799,12,10,1372,690,12.736544,62,252,6103.836914,3013.102295,3,2,149.890815,168.647109,8155.33926,289.361188,255,2192177659,308731490,255,0.161262,0.104175,0.057087,114,69,0,0,3,1,1,1,1,1,0,0,0,1,1,0
Exploits,1.222693,10,12,800,5594,17.175203,62,252,4710.913086,33552.16797,2,3,135.854778,93.796366,7803.111653,6185.933905,255,1130878902,4157525085,255,0.216115,0.154774,0.061341,80,466,1,2311,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,0.226386,10,8,820,1898,75.092984,62,252,26079.35156,58696.21094,2,2,25.154,30.688285,1371.670761,54.883316,255,261388522,117694121,255,0.053383,0.007201,0.046182,82,237,1,550,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,1.169308,10,18,820,12778,23.090581,62,252,5049.140625,82571.92188,2,6,129.923111,64.192765,9195.914016,5120.361338,255,1763005186,2935907548,255,0.123017,0.077256,0.045761,82,710,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,3.938597,24,22,1252,1646,11.425388,62,252,2437.41626,3193.015137,7,9,171.243349,185.506953,10421.69242,349.169188,255,878694080,2812408245,255,0.116335,0.042281,0.074054,52,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0
Exploits,0.285483,10,18,822,15708,94.576559,62,252,20736.78711,415744.5313,2,7,31.720333,15.350118,1680.40772,1664.831761,255,4177021183,539411905,255,0.072937,0.012971,0.059966,82,873,1,7229,1,1,1,1,1,1,0,0,1,1,1,0
Exploits,0.60099,10,8,1222,354,28.28666,254,252,14642.50684,4126.524414,2,1,64.913333,79.87157,3966.795411,143.200625,255,153890015,2030673507,255,0.101082,0.041881,0.059201,122,44,1,0,1,1,22,1,1,40,0,0,1,22,1,0
Exploits,0.312655,10,10,996,4322,60.769858,254,252,22951.81641,99534.63281,2,3,34.739444,33.893444,1817.551319,2588.194363,255,1517484131,4265413115,255,0.050524,0.006896,0.043628,100,432,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,2.573799,48,24,41128,1956,27.585683,62,252,125175.2813,5827.960938,21,8,54.761681,107.420133,3891.769709,127.231227,255,3383712021,2582804077,255,0.19427,0.103121,0.091149,857,82,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,5.120647,24,22,1256,1616,8.787952,62,252,1881.012329,2410.632812,7,9,222.608398,240.789759,14788.49406,17774.02585,255,3065492843,383312168,255,0.154651,0.064057,0.090594,52,73,0,0,1,1,2,1,1,2,1,1,0,2,1,0
Exploits,1.687205,22,36,1016,27008,33.783685,62,252,4599.322754,124504.1406,7,16,80.343098,45.446857,4028.35226,3141.077376,255,2648234030,1065193231,255,0.180506,0.095811,0.084695,46,750,0,0,1,1,1,1,1,1,0,0,0,1,1,0
Exploits,0.718161,10,6,1180,268,20.886682,254,252,11830.2168,2495.262207,2,1,69.566778,127.299,3907.944943,180.188531,255,814665693,2793084915,255,0.147876,0.081665,0.066211,118,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0
Exploits,0.245784,12,26,884,29244,150.538685,62,252,26397.16211,915275.1875,2,11,22.344,9.54732,1141.760909,1092.168371,255,1944936128,1413448979,255,0.053394,0.006295,0.047099,74,1125,1,13828,1,1,1,1,1,1,0,0,1,1,1,0
